# Vehicle generations, keyed by the make and model corgi-rs decodes.
#
# vPIC does not record generations: NHTSA registers what a vehicle *is*, not
# how the manufacturer markets its redesign cycle. This table supplies them.
#
# Columns: make, model, year_from, year_to, ordinal, code, name
#   year_to  0 means the generation is still current
#   ordinal  0 means the generation has no commonly used number
#   code     the manufacturer's platform or chassis code, blank when there is none
#
# Model years, inclusive, as the VIN encodes them -- not calendar years.
# Boundaries are checked against the VIN body codes of ~627,000 auction lots by
# tools/check_generations.sh; see tools/README.md.
Chevrolet	Silverado	2014	2018	3	K2XX	K2XX
Chevrolet	Silverado	2019	0	4	T1XX	T1XX
Honda	CR-V	1997	2001	1	RD1	1st generation
Honda	CR-V	2002	2006	2	RD4	2nd generation
Honda	CR-V	2007	2011	3	RE	3rd generation
Honda	CR-V	2012	2016	4	RM	4th generation
Honda	CR-V	2017	2022	5	RW	5th generation
Honda	CR-V	2023	0	6	RS	6th generation
Nissan	Altima	1998	2001	2	L30	2nd generation
Nissan	Altima	2002	2006	3	L31	3rd generation
Nissan	Altima	2007	2012	4	L32	4th generation
Nissan	Altima	2013	2018	5	L33	5th generation
Nissan	Altima	2019	0	6	L34	6th generation
Toyota	RAV4	1996	2000	1	XA10	XA10
Toyota	RAV4	2001	2005	2	XA20	XA20
Toyota	RAV4	2006	2012	3	XA30	XA30
Toyota	RAV4	2013	2018	4	XA40	XA40
Toyota	RAV4	2019	0	5	XA50	XA50
Hyundai	Elantra	2001	2006	3	XD	XD
Hyundai	Elantra	2007	2010	4	HD	HD
Hyundai	Elantra	2011	2016	5	MD	MD
Hyundai	Elantra	2017	2020	6	AD	AD
Hyundai	Elantra	2021	0	7	CN7	CN7
Ford	Escape	2001	2007	1		1st generation
Ford	Escape	2008	2012	2		2nd generation
Ford	Escape	2013	2019	3	C520	3rd generation
Ford	Escape	2020	0	4	CX482	4th generation
Chevrolet	Equinox	2005	2009	1	Theta	1st generation
Chevrolet	Equinox	2010	2017	2	Theta	2nd generation
Chevrolet	Equinox	2018	2024	3	D2XX	3rd generation
Chevrolet	Equinox	2025	0	4	VSS-F	4th generation
Nissan	Rogue	2008	2013	1	S35	1st generation
Nissan	Rogue	2014	2020	2	T32	2nd generation
Nissan	Rogue	2021	0	3	T33	3rd generation
Nissan	Sentra	1995	1999	4	B14	B14
Nissan	Sentra	2000	2006	5	B15	B15
Nissan	Sentra	2007	2012	6	B16	B16
Nissan	Sentra	2013	2019	7	B17	B17
Nissan	Sentra	2020	0	8	B18	B18
Hyundai	Sonata	1999	2005	4	EF	EF
Hyundai	Sonata	2006	2010	5	NF	NF
Hyundai	Sonata	2011	2014	6	YF	YF
Hyundai	Sonata	2015	2019	7	LF	LF
Hyundai	Sonata	2020	0	8	DN8	DN8
Ford	Fusion	2006	2012	1	CD3	1st generation
Ford	Fusion	2013	2020	2	CD4	2nd generation
Ford	Explorer	1995	2001	2	UN105	2nd generation
Ford	Explorer	2002	2005	3	U152	3rd generation
Ford	Explorer	2006	2010	4	U251	4th generation
Ford	Explorer	2011	2019	5	U502	5th generation
Ford	Explorer	2020	0	6	U625	6th generation
Chevrolet	Malibu	1997	2003	5		5th generation
Chevrolet	Malibu	2004	2007	6	Epsilon	6th generation
Chevrolet	Malibu	2008	2012	7	Epsilon	7th generation
Chevrolet	Malibu	2013	2015	8	Epsilon II	8th generation
Chevrolet	Malibu	2016	2025	9	E2XX	9th generation
Jeep	Grand Cherokee	1993	1998	1	ZJ	ZJ
Jeep	Grand Cherokee	1999	2004	2	WJ	WJ
Jeep	Grand Cherokee	2005	2010	3	WK	WK
Jeep	Grand Cherokee	2011	2021	4	WK2	WK2
Jeep	Grand Cherokee	2022	0	5	WL	WL
Ram	1500	2011	2018	4	DS	DS
Ram	1500	2019	0	5	DT	DT
Ram	2500	2011	2018	4	DJ	DJ
Ram	2500	2019	0	5	DJ	DJ (2019 redesign)
Ram	3500	2011	2018	4	D2	D2
Ram	3500	2019	0	5	D2	D2 (2019 redesign)
Toyota	Highlander	2001	2007	1	XU20	XU20
Toyota	Highlander	2008	2013	2	XU40	XU40
Toyota	Highlander	2014	2019	3	XU50	XU50
Toyota	Highlander	2020	0	4	XU70	XU70
Toyota	Tacoma	1995	2004	1	N190	1st generation
Toyota	Tacoma	2005	2015	2	N220	2nd generation
Toyota	Tacoma	2016	2023	3	N300	3rd generation
Toyota	Tacoma	2024	0	4	N400	4th generation
Hyundai	Tucson	2005	2009	1	JM	JM
Hyundai	Tucson	2010	2015	2	LM	LM
Hyundai	Tucson	2016	2021	3	TL	TL
Hyundai	Tucson	2022	0	4	NX4	NX4
GMC	Sierra	1999	2006	1	GMT800	GMT800
GMC	Sierra	2007	2013	2	GMT900	GMT900
GMC	Sierra	2014	2018	3	K2XX	K2XX
GMC	Sierra	2019	0	4	T1XX	T1XX
Toyota	Prius	2001	2003	1	XW10	XW10
Toyota	Prius	2004	2009	2	XW20	XW20
Toyota	Prius	2010	2015	3	XW30	XW30
Toyota	Prius	2016	2022	4	XW50	XW50
Toyota	Prius	2023	0	5	XW60	XW60
Ford	Edge	2007	2014	1	CD3	1st generation
Ford	Edge	2015	2024	2	CD4	2nd generation
Kia	Forte	2010	2013	1	TD	TD
Kia	Forte	2014	2018	2	YD	YD
Kia	Forte	2019	2024	3	BD	BD
Ford	Focus	2000	2007	1	C170	1st generation
Ford	Focus	2008	2011	2	C307	2nd generation
Ford	Focus	2012	2018	3	C346	3rd generation
Subaru	Forester	1998	2002	1	SF	SF
Subaru	Forester	2003	2008	2	SG	SG
Subaru	Forester	2009	2013	3	SH	SH
Subaru	Forester	2014	2018	4	SJ	SJ
Subaru	Forester	2019	2024	5	SK	SK
Subaru	Forester	2025	0	6	SM	SM
Subaru	Outback	2005	2009	3	BP	BP
Subaru	Outback	2010	2014	4	BR	BR
Subaru	Outback	2015	2019	5	BS	BS
Subaru	Outback	2020	2025	6	BT	BT
Subaru	Outback	2026	0	7	BU	BU
Volkswagen	Jetta	1999	2005	4	A4	Mk4
Volkswagen	Jetta	2006	2010	5	A5	Mk5
Volkswagen	Jetta	2011	2018	6	A6	Mk6
Volkswagen	Jetta	2019	0	7	A7	Mk7
Honda	Pilot	2003	2008	1	YF1	1st generation
Honda	Pilot	2009	2015	2	YF3	2nd generation
Honda	Pilot	2016	2022	3	YF6	3rd generation
Honda	Pilot	2023	0	4	YG	4th generation
Honda	Odyssey	1999	2004	2	RL1	2nd generation
Honda	Odyssey	2005	2010	3	RL3	3rd generation
Honda	Odyssey	2011	2017	4	RL5	4th generation
Honda	Odyssey	2018	0	5	RL6	5th generation
Jeep	Cherokee	1984	2001	1	XJ	XJ
Jeep	Cherokee	2014	2023	2	KL	KL
Kia	Sorento	2003	2009	1	BL	BL
Kia	Sorento	2011	2015	2	XM	XM
Kia	Sorento	2016	2020	3	UM	UM
Kia	Sorento	2021	0	4	MQ4	MQ4
Chevrolet	Cruze	2011	2015	1	J300	1st generation
Chevrolet	Cruze	2016	2019	2	D2XX	2nd generation
Toyota	Sienna	1998	2003	1	XL10	XL10
Toyota	Sienna	2004	2010	2	XL20	XL20
Toyota	Sienna	2011	2020	3	XL30	XL30
Toyota	Sienna	2021	0	4	XL40	XL40
Jeep	Wrangler	1987	1995	1	YJ	YJ
Jeep	Wrangler	1997	2006	2	TJ	TJ
Jeep	Wrangler	2007	2017	3	JK	JK
Jeep	Wrangler	2018	0	4	JL	JL
Tesla	Model 3	2017	0	1		1st generation
Tesla	Model Y	2020	0	1		1st generation
Tesla	Model S	2012	0	1		1st generation
Tesla	Model X	2016	0	1		1st generation
Dodge	Charger	2006	2010	6	LX	LX
Dodge	Charger	2011	2023	7	LD	LD
Dodge	Charger	2024	0	8	LB	LB
Kia	Soul	2010	2013	1	AM	AM
Kia	Soul	2014	2019	2	PS	PS
Kia	Soul	2020	2025	3	SK3	SK3
Lexus	RX	1999	2003	1	XU10	XU10
Lexus	RX	2004	2009	2	XU30	XU30
Lexus	RX	2010	2015	3	AL10	AL10
Lexus	RX	2016	2022	4	AL20	AL20
Lexus	RX	2023	0	5	AL30	AL30
Chevrolet	Traverse	2009	2017	1	Lambda	1st generation
Chevrolet	Traverse	2018	2023	2	C1XX	2nd generation
Chevrolet	Traverse	2024	0	3	C1XX	3rd generation
Kia	Optima	2001	2005	1	MS	MS
Kia	Optima	2006	2010	2	MG	MG
Kia	Optima	2011	2015	3	TF	TF
Kia	Optima	2016	2020	4	JF	JF
Kia	K5	2021	0	1	DL3	DL3
GMC	Terrain	2010	2017	1	Theta	1st generation
GMC	Terrain	2018	0	2	D2XX	2nd generation
Jeep	Compass	2007	2016	1	MK	MK
Jeep	Compass	2017	0	2	MP	MP
Hyundai	Santa Fe	2001	2006	1	SM	SM
Hyundai	Santa Fe	2007	2012	2	CM	CM
Hyundai	Santa Fe	2013	2018	3	DM	DM
Hyundai	Santa Fe	2019	2023	4	TM	TM
Hyundai	Santa Fe	2024	0	5	MX5	MX5
Kia	Sportage	1995	2002	1	JA	JA
Kia	Sportage	2005	2010	2	KM	KM
Kia	Sportage	2011	2016	3	SL	SL
Kia	Sportage	2017	2022	4	QL	QL
Kia	Sportage	2023	0	5	NQ5	NQ5
Ford	Mustang	1979	1993	3	Fox	Fox body
Ford	Mustang	1994	2004	4	SN95	SN95
Ford	Mustang	2005	2014	5	S197	S197
Ford	Mustang	2015	2023	6	S550	S550
Ford	Mustang	2024	0	7	S650	S650
Mazda	Mazda3	2004	2009	1	BK	BK
Mazda	Mazda3	2010	2013	2	BL	BL
Mazda	Mazda3	2014	2018	3	BM	BM
Mazda	Mazda3	2019	0	4	BP	BP
Mazda	CX-5	2013	2016	1	KE	KE
Mazda	CX-5	2017	0	2	KF	KF
Chevrolet	Trax	2013	2022	1	Gamma II	1st generation
Chevrolet	Trax	2024	0	2	VSS-F	2nd generation
Mercedes-Benz	C-Class	1994	2000	1	W202	W202
Mercedes-Benz	C-Class	2001	2007	2	W203	W203
Mercedes-Benz	C-Class	2008	2014	3	W204	W204
Mercedes-Benz	C-Class	2015	2021	4	W205	W205
Mercedes-Benz	C-Class	2022	0	5	W206	W206
Chevrolet	Impala	2000	2005	8	W-body	8th generation
Chevrolet	Impala	2006	2013	9	W-body	9th generation
Chevrolet	Impala	2014	2020	10	Epsilon II	10th generation
Toyota	Tundra	2000	2006	1	XK30	XK30
Toyota	Tundra	2007	2021	2	XK50	XK50
Toyota	Tundra	2022	0	3	XK70	XK70
Dodge	Grand Caravan	2001	2007	4	RS	4th generation
Dodge	Grand Caravan	2008	2020	5	RT	5th generation
Nissan	Versa	2007	2011	1	C11	C11
Nissan	Versa	2012	2019	2	N17	N17
Nissan	Versa	2020	0	3	N18	N18
GMC	Acadia	2007	2016	1	Lambda	1st generation
GMC	Acadia	2017	2023	2	C1XX	2nd generation
GMC	Acadia	2024	0	3	C1XX	3rd generation
Toyota	4Runner	1996	2002	3	N180	N180
Toyota	4Runner	2003	2009	4	N210	N210
Toyota	4Runner	2010	2024	5	N280	N280
Toyota	4Runner	2025	0	6	N300	N300
Ford	F-250	1999	2007	1	Super Duty	1st Super Duty
Ford	F-250	2008	2016	2	Super Duty	2nd Super Duty
Ford	F-250	2017	2022	3	P558	3rd Super Duty
Ford	F-250	2023	0	4	P702 HD	4th Super Duty
Ford	F-350	1999	2007	1	Super Duty	1st Super Duty
Ford	F-350	2008	2016	2	Super Duty	2nd Super Duty
Ford	F-350	2017	2022	3	P558	3rd Super Duty
Ford	F-350	2023	0	4	P702 HD	4th Super Duty
Honda	HR-V	2016	2022	1	RU	1st generation
Honda	HR-V	2023	0	2	RS	2nd generation
Lexus	ES	1997	2001	3	XV20	XV20
Lexus	ES	2002	2006	4	XV30	XV30
Lexus	ES	2007	2012	5	XV40	XV40
Lexus	ES	2013	2018	6	XV60	XV60
Lexus	ES	2019	0	7	XZ10	XZ10
Nissan	Pathfinder	1996	2004	2	R50	R50
Nissan	Pathfinder	2005	2012	3	R51	R51
Nissan	Pathfinder	2013	2020	4	R52	R52
Nissan	Pathfinder	2022	0	5	R53	R53
Chevrolet	Tahoe	1995	1999	1	GMT400	GMT400
Chevrolet	Tahoe	2000	2006	2	GMT800	GMT800
Chevrolet	Tahoe	2007	2014	3	GMT900	GMT900
Chevrolet	Tahoe	2015	2020	4	K2XX	K2XX
Chevrolet	Tahoe	2021	0	5	T1XX	T1XX
GMC	Yukon	1995	1999	1	GMT400	GMT400
GMC	Yukon	2000	2006	2	GMT800	GMT800
GMC	Yukon	2007	2014	3	GMT900	GMT900
GMC	Yukon	2015	2020	4	K2XX	K2XX
GMC	Yukon	2021	0	5	T1XX	T1XX
Chevrolet	Suburban	1992	1999	8	GMT400	GMT400
Chevrolet	Suburban	2000	2006	9	GMT800	GMT800
Chevrolet	Suburban	2007	2014	10	GMT900	GMT900
Chevrolet	Suburban	2015	2020	11	K2XX	K2XX
Chevrolet	Suburban	2021	0	12	T1XX	T1XX
Dodge	Durango	1998	2003	1	DN	1st generation
Dodge	Durango	2004	2009	2	HB	2nd generation
Dodge	Durango	2011	0	3	WD	3rd generation
Chevrolet	Colorado	2004	2012	1	GMT355	1st generation
Chevrolet	Colorado	2015	2022	2	31XX	2nd generation
Chevrolet	Colorado	2023	0	3	31XX-2	3rd generation
GMC	Canyon	2004	2012	1	GMT355	1st generation
GMC	Canyon	2015	2022	2	31XX	2nd generation
GMC	Canyon	2023	0	3	31XX-2	3rd generation
Subaru	Impreza	1993	2001	1	GC	GC
Subaru	Impreza	2002	2007	2	GD	GD
Subaru	Impreza	2008	2011	3	GE	GE/GH
Subaru	Impreza	2012	2016	4	GJ	GJ/GP
Subaru	Impreza	2017	2023	5	GK	GK/GT
Subaru	Impreza	2024	0	6	GU	GU
Mercedes-Benz	E-Class	1996	2002	1	W210	W210
Mercedes-Benz	E-Class	2003	2009	2	W211	W211
Mercedes-Benz	E-Class	2010	2016	3	W212	W212
Mercedes-Benz	E-Class	2017	2023	4	W213	W213
Mercedes-Benz	E-Class	2024	0	5	W214	W214
Volkswagen	Tiguan	2009	2017	1	5N	1st generation
Volkswagen	Tiguan	2018	2024	2	AD	2nd generation
Volkswagen	Tiguan	2025	0	3	CV	3rd generation
Chrysler	Pacifica	2004	2008	1	CS	CS crossover
Chrysler	Pacifica	2017	0	2	RU	RU minivan
Chrysler	Voyager	1996	2003	3	NS/RS	3rd generation
Chrysler	Voyager	2020	0	6	RU	RU
BMW	X5	2000	2006	1	E53	E53
BMW	X5	2007	2013	2	E70	E70
BMW	X5	2014	2018	3	F15	F15
BMW	X5	2019	0	4	G05	G05
BMW	X3	2004	2010	1	E83	E83
BMW	X3	2011	2017	2	F25	F25
BMW	X3	2018	2024	3	G01	G01
BMW	X3	2025	0	4	G45	G45
BMW	X1	2012	2015	1	E84	E84
BMW	X1	2016	2022	2	F48	F48
BMW	X1	2023	0	3	U11	U11
BMW	X7	2019	0	1	G07	G07
Nissan	Frontier	1998	2004	1	D22	D22
Nissan	Frontier	2005	2021	2	D40	D40
Nissan	Frontier	2022	0	3	D41	D41
Subaru	Crosstrek	2013	2017	1	GP	GP
Subaru	Crosstrek	2018	2023	2	GT	GT
Subaru	Crosstrek	2024	0	3	GU	GU
Nissan	Murano	2003	2007	1	Z50	Z50
Nissan	Murano	2009	2014	2	Z51	Z51
Nissan	Murano	2015	2024	3	Z52	Z52
Nissan	Murano	2025	0	4	Z53	Z53
Dodge	Challenger	2008	2023	3	LC	LC
Volkswagen	Passat	1998	2005	1	B5	B5
Volkswagen	Passat	2006	2010	2	B6	B6
Volkswagen	Passat	2012	2022	3	NMS	NMS
Nissan	Maxima	1995	1999	4	A32	A32
Nissan	Maxima	2000	2003	5	A33	A33
Nissan	Maxima	2004	2008	6	A34	A34
Nissan	Maxima	2009	2014	7	A35	A35
Nissan	Maxima	2016	2023	8	A36	A36
Audi	Q5	2009	2017	1	8R	8R
Audi	Q5	2018	0	2	FY	FY
Audi	Q7	2007	2015	1	4L	4L
Audi	Q7	2017	0	2	4M	4M
Audi	A4	1996	2001	1	B5	B5
Audi	A4	2002	2005	2	B6	B6
Audi	A4	2006	2008	3	B7	B7
Audi	A4	2009	2016	4	B8	B8
Audi	A4	2017	0	5	B9	B9
Audi	A6	1998	2004	1	C5	C5
Audi	A6	2005	2011	2	C6	C6
Audi	A6	2012	2018	3	C7	C7
Audi	A6	2019	0	4	C8	C8
Audi	A3	2006	2013	1	8P	8P
Audi	A3	2015	2020	2	8V	8V
Audi	A3	2022	0	3	8Y	8Y
Chevrolet	Camaro	1993	2002	4	F-body	4th generation
Chevrolet	Camaro	2010	2015	5	Zeta	5th generation
Chevrolet	Camaro	2016	2024	6	Alpha	6th generation
Acura	MDX	2001	2006	1	YD1	1st generation
Acura	MDX	2007	2013	2	YD2	2nd generation
Acura	MDX	2014	2020	3	YD3	3rd generation
Acura	MDX	2022	0	4	YD4	4th generation
Acura	RDX	2007	2012	1	TB1	1st generation
Acura	RDX	2013	2018	2	TB3	2nd generation
Acura	RDX	2019	0	3	TC1	3rd generation
Chrysler	300	1999	2004	0	LH	300M (LH)
Chrysler	300	2005	2010	1	LX	LX
Chrysler	300	2011	2023	2	LD	LD
Toyota	Avalon	1995	1999	1	XX10	XX10
Toyota	Avalon	2000	2004	2	XX20	XX20
Toyota	Avalon	2005	2012	3	XX30	XX30
Toyota	Avalon	2013	2018	4	XX40	XX40
Toyota	Avalon	2019	2022	5	XX50	XX50
Ford	Ranger	1998	2011	3	PN96	3rd generation
Ford	Ranger	2019	2023	4	T6	4th generation
Ford	Ranger	2024	0	5	P703	5th generation
Chrysler	Town and Country	1996	2000	3	NS	3rd generation
Chrysler	Town and Country	2001	2007	4	RS	4th generation
Chrysler	Town and Country	2008	2016	5	RT	5th generation
Buick	Enclave	2008	2017	1	Lambda	1st generation
Buick	Enclave	2018	2024	2	C1XX	2nd generation
Buick	Enclave	2025	0	3	C1XX	3rd generation
Jeep	Renegade	2015	2023	1	BU	BU
Hyundai	Accent	2000	2005	2	LC	LC
Hyundai	Accent	2006	2011	3	MC	MC
Hyundai	Accent	2012	2017	4	RB	RB
Hyundai	Accent	2018	2022	5	HC	HC
Buick	Encore	2013	2022	1	Gamma II	1st generation
Buick	Encore GX	2020	0	1	VSS-F	1st generation
Subaru	Legacy	2000	2004	3	BE	BE/BH
Subaru	Legacy	2005	2009	4	BL	BL/BP
Subaru	Legacy	2010	2014	5	BM	BM/BR
Subaru	Legacy	2015	2019	6	BN	BN
Subaru	Legacy	2020	2025	7	BW	BW
Lexus	IS	2001	2005	1	XE10	XE10
Lexus	IS	2006	2013	2	XE20	XE20
Lexus	IS	2014	0	3	XE30	XE30
Mitsubishi	Outlander	2003	2006	1	CU	1st generation
Mitsubishi	Outlander	2007	2013	2	CW	2nd generation
Mitsubishi	Outlander	2014	2021	3	GF	3rd generation
Mitsubishi	Outlander	2022	0	4	GN	4th generation
Hyundai	Kona	2018	2023	1	OS	OS
Hyundai	Kona	2024	0	2	SX2	SX2
Ford	Taurus	1996	1999	3	DN101	3rd generation
Ford	Taurus	2000	2007	4	DN101	4th generation
Ford	Taurus	2008	2009	5	D258	5th generation
Ford	Taurus	2010	2019	6	D3	6th generation
Honda	Fit	2007	2008	1	GD	1st generation
Honda	Fit	2009	2014	2	GE	2nd generation
Honda	Fit	2015	2020	3	GK	3rd generation
Chrysler	200	2011	2014	1	JS	1st generation
Chrysler	200	2015	2017	2	CU	2nd generation
Infiniti	Q50	2014	0	1	V37	V37
Nissan	Kicks	2018	2024	1	P15	P15
Nissan	Kicks	2025	0	2	P16	P16
Jeep	Patriot	2007	2017	1	MK	MK
Mitsubishi	Outlander Sport	2011	2024	1	GA	GA
Ford	Expedition	1997	2002	1	UN93	1st generation
Ford	Expedition	2003	2006	2	U222	2nd generation
Ford	Expedition	2007	2017	3	U324	3rd generation
Ford	Expedition	2018	0	4	U553	4th generation
Mazda	Mazda6	2003	2008	1	GG	GG
Mazda	Mazda6	2009	2013	2	GH	GH
Mazda	Mazda6	2014	2021	3	GJ	GJ
Ford	Transit Connect	2010	2013	1	V227	1st generation
Ford	Transit Connect	2014	2023	2	V408	2nd generation
Ford	Fiesta	2011	2019	6	B299	6th generation
Kia	Rio	2006	2011	2	JB	JB
Kia	Rio	2012	2017	3	UB	UB
Kia	Rio	2018	2023	4	YB	YB
Mercedes-Benz	GLC-Class	2016	2022	1	X253	X253
Mercedes-Benz	GLC-Class	2023	0	2	X254	X254
Mercedes-Benz	GLE-Class	2016	2019	1	W166	W166
Mercedes-Benz	GLE-Class	2020	0	2	W167	W167
Infiniti	QX60	2014	2020	1	L50	L50
Infiniti	QX60	2022	0	2	L51	L51
Ford	Bronco Sport	2021	0	1	CX430	1st generation
Buick	LaCrosse	2005	2009	1	W-body	1st generation
Buick	LaCrosse	2010	2016	2	Epsilon II	2nd generation
Buick	LaCrosse	2017	2019	3	P2XX	3rd generation
Volkswagen	Atlas	2018	0	1	MQB	1st generation
Cadillac	SRX	2004	2009	1	Sigma	1st generation
Cadillac	SRX	2010	2016	2	Theta	2nd generation
Hyundai	Palisade	2020	2025	1	LX2	LX2
Hyundai	Palisade	2026	0	2	LX3	LX3
Volvo	XC90	2003	2014	1	P2	1st generation
Volvo	XC90	2016	0	2	SPA	2nd generation
Volvo	XC60	2010	2017	1	P3	1st generation
Volvo	XC60	2018	0	2	SPA	2nd generation
Volvo	S60	2001	2009	1	P2	1st generation
Volvo	S60	2011	2018	2	P3	2nd generation
Volvo	S60	2019	0	3	SPA	3rd generation
Kia	Telluride	2020	0	1	ON	ON
Lincoln	MKZ	2007	2012	1	CD3	1st generation
Lincoln	MKZ	2013	2020	2	CD4	2nd generation
Lexus	NX	2015	2021	1	AZ10	AZ10
Lexus	NX	2022	0	2	AZ20	AZ20
Nissan	Titan	2004	2015	1	A60	A60
Nissan	Titan	2016	2024	2	A61	A61
Cadillac	CTS	2003	2007	1	Sigma	1st generation
Cadillac	CTS	2008	2013	2	Sigma II	2nd generation
Cadillac	CTS	2014	2019	3	Alpha	3rd generation
Cadillac	Escalade	2002	2006	2	GMT800	GMT800
Cadillac	Escalade	2007	2014	3	GMT900	GMT900
Cadillac	Escalade	2015	2020	4	K2XX	K2XX
Cadillac	Escalade	2021	0	5	T1XX	T1XX
Chevrolet	Sonic	2012	2020	1	Gamma II	1st generation
Mazda	CX-9	2007	2015	1	TB	TB
Mazda	CX-9	2016	2023	2	TC	TC
Acura	TLX	2015	2020	1	UB1	1st generation
Acura	TLX	2021	0	2	UB5	2nd generation
Toyota	Yaris	2007	2011	1	XP90	XP90
Toyota	Yaris	2012	2019	2	XP130	XP130
GMC	Yukon XL	2000	2006	1	GMT800	GMT800
GMC	Yukon XL	2007	2014	2	GMT900	GMT900
GMC	Yukon XL	2015	2020	3	K2XX	K2XX
GMC	Yukon XL	2021	0	4	T1XX	T1XX
Honda	Ridgeline	2006	2014	1	YK1	1st generation
Honda	Ridgeline	2017	0	2	YK2	2nd generation
Mercedes-Benz	CLA-Class	2014	2019	1	C117	C117
Mercedes-Benz	CLA-Class	2020	0	2	C118	C118
Mercedes-Benz	S-Class	2000	2006	1	W220	W220
Mercedes-Benz	S-Class	2007	2013	2	W221	W221
Mercedes-Benz	S-Class	2014	2020	3	W222	W222
Mercedes-Benz	S-Class	2021	0	4	W223	W223
Acura	TL	1999	2003	3	UA5	3rd generation
Acura	TL	2004	2008	4	UA6	4th generation
Acura	TL	2009	2014	5	UA8	5th generation
Ford	Maverick	2022	0	1	P758	1st generation
Lexus	GX	2003	2009	1	J120	J120
Lexus	GX	2010	2023	2	J150	J150
Lexus	GX	2024	0	3	J250	J250
Mercedes-Benz	Sprinter	2010	2018	2	906	906
Mercedes-Benz	Sprinter	2019	0	3	907	907
Nissan	Armada	2004	2015	1	TA60	TA60
Nissan	Armada	2017	2024	2	Y62	Y62
Cadillac	XT5	2017	0	1	C1XX	1st generation
Mazda	CX-30	2020	0	1	DM	DM
Kia	Sedona	2002	2005	1	UP	UP
Kia	Sedona	2006	2014	2	VQ	VQ
Kia	Sedona	2015	2021	3	YP	YP
Kia	Carnival	2022	0	4	KA4	KA4
Dodge	Dart	2013	2016	1	PF	PF
Lincoln	MKX	2007	2015	1	CD3	1st generation
Lincoln	MKX	2016	2018	2	CD4	2nd generation
Subaru	WRX	2015	2021	1	VA	VA
Subaru	WRX	2022	0	2	VB	VB
MINI	Hardtop	2007	2013	2	R56	R56
MINI	Hardtop	2014	0	3	F56	F56
MINI	Countryman	2011	2016	1	R60	R60
MINI	Countryman	2017	2024	2	F60	F60
Porsche	Cayenne	2003	2010	1	955	955/957
Porsche	Cayenne	2011	2018	2	958	958
Porsche	Cayenne	2019	0	3	9YA	9YA
Porsche	Macan	2015	0	1	95B	95B
Jeep	Liberty	2002	2007	1	KJ	KJ
Jeep	Liberty	2008	2012	2	KK	KK
Chevrolet	Corvette	1984	1996	4	C4	C4
Chevrolet	Corvette	1997	2004	5	C5	C5
Chevrolet	Corvette	2005	2013	6	C6	C6
Chevrolet	Corvette	2014	2019	7	C7	C7
Chevrolet	Corvette	2020	0	8	C8	C8
Toyota	Sequoia	2001	2007	1	XK30	XK30
Toyota	Sequoia	2008	2022	2	XK60	XK60
Toyota	Sequoia	2023	0	3	XK80	XK80
Subaru	Ascent	2019	0	1	WM	WM
Ford	Flex	2009	2019	1	D4	1st generation
Volkswagen	Beetle	1998	2010	1	A4	A4
Volkswagen	Beetle	2012	2019	2	A5	A5
Volkswagen	Golf	1999	2006	4	A4	Mk4
Volkswagen	Golf	2010	2014	6	A6	Mk6
